Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,Country,Season
I2,2004-03-14,Piacenza,Messina,1,0,H,0.0,0.0,D,2.1,2.625,3.75,1.9,2.6,4.6,1.9,2.4,4.2,2.0,2.5,4.333,2.0,2.62,4.0,1.95,2.5,4.5,2.0,1.61,1.9,1.66,-0.5,IT,2003/2004
I2,2004-03-14,Venezia,Ascoli,1,0,H,1.0,0.0,H,2.1,2.625,3.75,1.9,2.6,4.6,2.0,2.4,3.8,1.9,2.6,4.5,2.0,2.62,4.0,1.95,2.5,4.5,2.0,1.61,1.9,1.66,-0.5,IT,2003/2004
I2,2004-03-14,Verona,Triestina,0,1,A,0.0,0.0,D,2.1,2.625,3.75,2.1,2.5,4.0,2.1,2.4,3.5,2.0,2.5,4.333,2.05,2.62,3.75,2.15,2.5,3.75,1.9,1.7,1.77,1.95,-0.25,IT,2003/2004
I2,2004-03-18,Ascoli,Avellino,2,1,H,1.0,0.0,H,2.2,2.62,3.4,2.05,2.55,4.0,2.0,2.4,3.8,2.25,2.5,3.5,2.2,2.6,3.5,1.85,2.55,5.0,1.9,1.7,2.05,1.56,-0.5,IT,2003/2004
I2,2004-03-18,Atalanta,Torino,1,1,D,0.0,0.0,D,2.0,2.5,4.33,1.95,2.55,4.5,2.0,2.4,3.8,2.0,2.4,4.5,2.0,2.6,4.2,1.9,2.5,4.75,2.0,1.61,1.95,1.63,-0.5,IT,2003/2004
I2,2004-03-18,Catania,Albinoleffe,2,1,H,1.0,0.0,H,1.83,2.62,5.0,1.55,2.93,7.0,1.8,2.4,4.8,1.8,2.5,5.5,1.72,2.75,5.5,1.8,2.5,5.5,1.85,1.74,1.55,2.07,-0.5,IT,2003/2004
I2,2004-03-18,Livorno,Cagliari,1,1,D,1.0,1.0,D,2.25,2.5,3.5,2.3,2.45,3.5,2.2,2.3,3.5,2.25,2.38,3.75,2.25,2.5,3.6,2.2,2.4,3.75,2.0,1.61,2.3,1.44,-0.5,IT,2003/2004
I2,2004-03-18,Palermo,Venezia,4,0,H,2.0,0.0,H,1.61,2.87,6.5,1.4,3.55,7.5,1.45,2.9,7.0,1.5,3.0,7.5,1.5,3.2,7.0,1.55,3.0,6.5,1.9,1.7,1.4,2.41,-0.5,IT,2003/2004
I2,2004-03-18,Pescara,Genoa,1,2,A,0.0,2.0,A,2.25,2.5,3.5,2.2,2.5,3.65,2.2,2.4,3.3,2.3,2.38,3.6,2.25,2.5,3.6,2.15,2.5,3.7,2.3,1.46,2.2,1.48,-0.5,IT,2003/2004
I2,2004-03-18,Salernitana,Messina,0,3,A,0.0,1.0,A,2.37,2.5,3.25,2.5,2.53,3.0,2.3,2.4,3.0,2.5,2.4,3.2,2.4,2.5,3.2,2.4,2.4,3.3,2.2,1.51,2.5,1.37,-0.5,IT,2003/2004
I2,2004-03-18,Ternana,Como,0,0,D,0.0,0.0,D,1.8,2.5,6.0,1.65,2.8,6.0,1.7,2.7,4.5,1.83,2.4,6.0,1.7,2.8,5.5,1.6,2.9,6.0,2.0,1.61,1.65,1.91,-0.5,IT,2003/2004
I2,2004-03-18,Treviso,Piacenza,1,1,D,0.0,1.0,A,2.5,2.5,3.1,2.65,2.4,3.0,2.65,2.4,2.65,2.5,2.38,3.25,2.6,2.4,3.1,2.6,2.35,3.1,2.6,1.36,2.65,1.33,-0.5,IT,2003/2004
I2,2004-03-18,Triestina,Bari,1,0,H,0.0,0.0,D,1.9,2.5,5.0,1.75,2.8,5.0,1.75,2.7,4.2,2.0,2.5,4.33,1.85,2.7,4.75,1.7,2.75,5.5,1.9,1.7,1.75,1.79,-0.5,IT,2003/2004
I2,2004-03-18,Verona,Fiorentina,0,1,A,0.0,0.0,D,2.5,2.5,3.75,2.15,2.57,3.65,2.3,2.4,3.0,2.25,2.38,3.75,2.25,2.5,3.6,2.25,2.35,3.75,2.0,1.61,2.15,1.51,-0.5,IT,2003/2004
I2,2004-03-18,Vicenza,Napoli,1,0,H,0.0,0.0,D,2.1,2.5,4.0,1.95,2.4,5.0,2.2,2.4,3.3,1.9,2.5,5.0,2.1,2.5,4.0,2.1,2.35,4.25,2.3,1.46,1.95,1.62,-0.5,IT,2003/2004
I2,2004-03-21,Cagliari,Vicenza,0,0,D,0.0,0.0,D,1.9,2.5,5.0,1.8,2.6,5.5,1.8,2.4,4.8,1.8,2.5,5.5,1.66,2.8,6.0,1.85,2.6,5.0,1.95,1.66,1.8,1.77,-0.5,IT,2003/2004
I2,2004-03-21,Como,Livorno,3,5,A,2.0,2.0,D,2.6,2.5,2.9,2.6,2.5,2.9,2.5,2.4,2.8,2.38,2.5,3.2,2.5,2.5,3.1,2.6,2.45,3.0,2.1,1.56,1.75,1.97,0.0,IT,2003/2004
I2,2004-03-21,Fiorentina,Bari,3,1,H,2.0,0.0,H,1.66,2.8,6.0,1.67,2.8,6.25,1.6,2.7,5.4,1.67,2.6,7.5,1.61,2.87,6.5,1.6,2.85,6.5,2.0,1.61,1.89,1.82,-0.75,IT,2003/2004
I2,2004-03-21,Genoa,Verona,4,1,H,2.0,0.0,H,2.1,2.5,4.0,1.92,2.6,4.55,1.85,2.4,4.5,2.0,2.5,4.33,1.9,2.62,4.5,2.0,2.6,4.2,2.0,1.61,1.92,1.65,-0.5,IT,2003/2004
I2,2004-03-21,Messina,Atalanta,3,0,H,2.0,0.0,H,2.2,2.5,3.75,2.15,2.4,4.0,2.1,2.3,3.7,2.1,2.38,4.2,2.1,2.5,4.0,2.2,2.35,4.1,2.1,1.56,1.85,1.85,-0.25,IT,2003/2004
I2,2004-03-21,Palermo,Ascoli,1,0,H,0.0,0.0,D,1.44,3.25,8.0,1.4,3.5,8.0,1.4,3.0,7.5,1.4,3.4,8.0,1.36,3.75,8.0,1.4,3.4,8.5,1.74,1.85,1.73,2.0,-1.0,IT,2003/2004
I2,2004-03-21,Piacenza,Catania,0,0,D,0.0,0.0,D,1.66,2.8,6.0,1.7,2.75,5.65,1.7,2.6,4.8,1.7,2.75,5.5,1.7,2.8,5.5,1.7,2.7,6.0,2.0,1.61,1.95,1.77,-0.75,IT,2003/2004
I2,2004-03-21,Salernitana,Pescara,1,2,A,0.0,1.0,A,1.83,2.5,5.5,1.9,2.55,4.75,1.9,2.5,4.0,1.83,2.6,5.0,1.9,2.62,4.5,1.8,2.6,5.5,1.95,1.66,1.9,1.66,-0.5,IT,2003/2004
I2,2004-03-21,Torino,Napoli,1,2,A,0.0,1.0,A,1.83,2.5,5.5,1.83,2.6,5.15,1.85,2.4,4.5,1.8,2.5,5.5,1.83,2.7,4.75,1.9,2.5,5.0,2.1,1.56,1.83,1.73,-0.5,IT,2003/2004
I2,2004-03-21,Venezia,Treviso,0,0,D,0.0,0.0,D,2.0,2.5,4.5,2.0,2.45,4.55,1.9,2.4,4.2,2.0,2.4,4.5,2.0,2.5,4.5,1.95,2.5,4.75,2.1,1.56,2.0,1.59,-0.5,IT,2003/2004
I2,2004-03-22,Albinoleffe,Triestina,0,0,D,0.0,0.0,D,2.37,2.5,3.25,2.45,2.45,3.2,2.5,2.3,2.9,2.5,2.5,3.0,2.4,2.5,3.2,2.4,2.45,3.3,2.2,1.51,2.08,1.67,-0.25,IT,2003/2004
I2,2004-03-22,Avellino,Ternana,0,2,A,0.0,1.0,A,2.5,2.37,3.2,2.45,2.6,3.0,2.5,2.4,2.8,2.38,2.5,3.2,2.5,2.62,2.9,2.55,2.55,2.95,2.0,1.61,2.08,1.67,-0.25,IT,2003/2004
I2,2004-03-27,Ascoli,Torino,0,0,D,0.0,0.0,D,2.4,2.5,3.3,2.35,2.45,3.4,2.4,2.4,2.9,2.375,2.4,3.4,2.4,2.5,3.25,2.5,2.3,3.4,2.1,1.56,2.05,1.7,-0.25,IT,2003/2004
I2,2004-03-27,Bari,Venezia,1,2,A,1.0,1.0,D,1.8,2.7,5.0,1.8,2.65,5.2,1.75,2.6,4.5,1.75,2.625,5.5,1.8,2.7,5.0,1.85,2.6,5.0,2.0,1.61,1.8,1.76,-0.5,IT,2003/2004
I2,2004-03-27,Catania,Genoa,1,0,H,0.0,0.0,D,2.1,2.5,4.0,2.1,2.5,3.95,2.1,2.3,3.7,2.1,2.6,3.6,2.1,2.6,3.75,2.0,2.5,4.5,2.1,1.56,1.82,1.89,-0.25,IT,2003/2004
I2,2004-03-27,Como,Fiorentina,0,2,A,0.0,1.0,A,2.9,2.6,2.5,3.0,2.6,2.45,2.8,2.4,2.5,3.0,2.5,2.5,2.9,2.6,2.5,2.8,2.5,2.7,2.0,1.61,2.0,1.73,0.0,IT,2003/2004
I2,2004-03-27,Napoli,Cagliari,1,0,H,0.0,0.0,D,2.4,2.4,3.4,2.35,2.35,3.6,2.4,2.3,3.0,2.375,2.375,3.4,2.4,2.4,3.4,2.6,2.3,3.25,2.2,1.51,1.77,1.95,0.0,IT,2003/2004
I2,2004-03-27,Pescara,Messina,1,2,A,0.0,1.0,A,2.75,2.4,2.875,2.65,2.35,3.05,2.6,2.3,2.8,2.625,2.375,3.0,2.6,2.37,3.1,2.45,2.45,3.2,2.1,1.56,1.81,1.9,0.0,IT,2003/2004
I2,2004-03-27,Ternana,Livorno,1,2,A,0.0,1.0,A,2.25,2.4,3.75,2.2,2.35,4.0,2.2,2.2,3.7,2.1,2.375,4.2,2.25,2.4,3.75,2.2,2.4,4.0,2.1,1.56,1.9,1.8,-0.25,IT,2003/2004
I2,2004-03-27,Treviso,Avellino,2,1,H,1.0,1.0,D,1.615,3.0,6.0,1.6,2.95,6.0,1.6,2.7,5.4,1.615,2.875,6.0,1.66,3.0,5.2,1.7,2.7,6.0,1.8,1.8,1.87,1.84,-0.75,IT,2003/2004
I2,2004-03-27,Triestina,Piacenza,0,0,D,0.0,0.0,D,2.3,2.4,3.5,2.2,2.45,3.75,2.2,2.3,3.5,2.25,2.4,3.6,2.25,2.5,3.6,2.35,2.5,3.3,2.0,1.61,2.2,1.48,-0.5,IT,2003/2004
I2,2004-03-27,Verona,Salernitana,0,0,D,0.0,0.0,D,1.833,2.625,5.0,1.8,2.65,5.0,1.9,2.4,4.2,1.8,2.625,5.0,1.9,2.62,4.5,1.9,2.65,4.5,2.0,1.61,1.85,1.7,-0.5,IT,2003/2004
I2,2004-03-27,Vicenza,Albinoleffe,1,0,H,0.0,0.0,D,1.615,2.875,6.5,1.6,2.85,6.5,1.55,2.7,6.0,1.571,2.8,7.0,1.61,2.87,6.25,1.65,2.75,6.5,1.95,1.66,1.87,1.84,-0.75,IT,2003/2004
I2,2004-03-28,Atalanta,Palermo,0,0,D,0.0,0.0,D,2.5,2.5,3.2,2.5,2.35,3.3,2.5,2.3,2.9,2.5,2.375,3.2,2.5,2.4,3.2,2.35,2.4,3.5,2.1,1.56,1.7,2.05,0.0,IT,2003/2004
I2,2004-03-04,Cagliari,Como,3,2,H,1.0,1.0,D,1.5,3.25,6.5,1.45,3.2,8.0,1.45,2.9,6.8,1.5,3.1,7.0,1.5,3.2,7.0,1.55,2.8,8.0,1.9,1.7,1.85,1.86,-1.0,IT,2003/2004
I2,2004-03-04,Fiorentina,Ternana,1,0,H,1.0,0.0,H,1.833,2.625,5.0,1.8,2.7,5.0,1.75,2.6,4.5,1.667,2.8,5.5,1.8,2.7,5.0,1.8,2.7,5.0,1.9,1.7,1.75,1.81,-0.5,IT,2003/2004
I2,2004-03-04,Genoa,Vicenza,2,0,H,1.0,0.0,H,2.1,2.625,3.75,2.1,2.5,4.0,2.1,2.4,3.5,2.1,2.6,3.75,2.1,2.6,3.75,2.2,2.5,3.75,1.95,1.66,1.82,1.89,-0.25,IT,2003/2004
I2,2004-03-04,Livorno,Pescara,5,1,H,1.0,0.0,H,1.444,3.25,8.0,1.45,3.4,7.0,1.45,3.3,6.8,1.4,3.4,8.0,1.44,3.3,7.5,1.55,2.8,8.0,1.85,1.74,1.8,1.91,-1.0,IT,2003/2004
I2,2004-03-04,Messina,Bari,1,0,H,1.0,0.0,H,1.533,3.0,7.0,1.5,3.1,7.2,1.5,2.8,6.3,1.5,3.1,7.0,1.53,3.1,6.5,1.55,3.0,6.8,1.95,1.66,1.85,1.86,-1.0,IT,2003/2004
I2,2004-03-04,Piacenza,Albinoleffe,0,0,D,0.0,0.0,D,1.533,3.0,7.0,1.5,3.2,6.9,1.5,2.8,6.3,1.533,3.0,7.0,1.5,3.25,6.5,1.5,3.2,7.0,1.95,1.66,1.8,1.91,-1.0,IT,2003/2004
I2,2004-03-04,Torino,Venezia,0,0,D,0.0,0.0,D,1.727,2.875,5.0,1.6,2.85,6.6,1.65,2.7,5.0,1.667,2.75,6.0,1.61,2.87,6.25,1.75,2.8,5.0,1.95,1.66,1.87,1.84,-0.75,IT,2003/2004
I2,2004-03-04,Triestina,Treviso,1,0,H,1.0,0.0,H,1.8,2.6,5.5,1.8,2.6,5.4,1.8,2.5,4.5,1.8,2.5,5.5,1.8,2.7,5.0,1.8,2.5,6.0,2.1,1.56,1.8,1.76,-0.5,IT,2003/2004
I2,2004-04-04,Palermo,Catania,5,0,H,2.0,0.0,H,1.667,2.75,6.0,1.65,2.8,6.1,1.65,2.7,5.0,1.571,2.9,6.5,1.66,2.8,6.0,1.75,2.6,6.0,1.95,1.66,1.93,1.78,-0.75,IT,2003/2004
I2,2004-04-04,Salernitana,Napoli,0,0,D,0.0,0.0,D,2.6,2.6,2.8,2.7,2.5,2.8,2.7,2.3,2.7,2.75,2.5,2.75,2.6,2.5,2.9,2.8,2.45,2.8,2.3,1.46,1.85,1.85,0.0,IT,2003/2004
I2,2004-05-04,Atalanta,Ascoli,2,0,H,1.0,0.0,H,1.667,2.875,5.5,1.55,3.0,6.75,1.6,2.8,5.0,1.5,2.9,8.0,1.57,2.87,7.0,1.6,2.8,7.0,2.0,1.61,1.85,1.86,-1.0,IT,2003/2004
I2,2004-05-04,Avellino,Verona,6,0,H,5.0,0.0,H,2.625,2.625,2.75,2.5,2.75,2.75,2.9,2.7,2.3,2.5,2.75,2.75,2.6,2.6,2.8,2.8,2.45,2.8,1.9,1.7,1.85,1.85,0.0,IT,2003/2004
I2,2004-07-04,Salernitana,Piacenza,0,0,D,0.0,0.0,D,2.625,2.5,2.9,2.7,2.4,2.9,3.0,2.3,2.6,2.6,2.5,2.9,2.7,2.5,2.8,2.8,2.45,2.8,2.3,1.46,2.7,1.31,-0.5,IT,2003/2004
I2,2004-10-04,Albinoleffe,Avellino,1,0,H,1.0,0.0,H,1.8,2.875,4.5,1.75,3.15,4.25,1.75,2.8,4.0,1.8,3.1,4.0,1.75,3.0,4.5,1.85,2.85,4.25,2.1,1.56,1.75,1.81,-0.5,IT,2003/2004
I2,2004-10-04,Ascoli,Ternana,3,2,H,1.0,1.0,D,2.5,2.6,2.9,2.45,2.6,3.0,2.4,2.4,2.9,2.5,2.625,2.875,2.5,2.5,3.1,2.45,2.6,3.0,2.0,1.61,2.45,1.39,-0.5,IT,2003/2004
I2,2004-10-04,Bari,Salernitana,3,0,H,1.0,0.0,H,1.909,2.625,4.5,1.85,2.65,4.75,1.8,2.5,4.5,1.909,2.5,4.5,2.0,2.5,4.33,2.0,2.5,4.5,2.1,1.56,1.85,1.7,-0.5,IT,2003/2004
I2,2004-10-04,Catania,Torino,2,0,H,1.0,0.0,H,2.1,2.5,4.0,2.15,2.55,3.75,2.1,2.4,3.5,2.1,2.6,3.75,2.1,2.5,4.0,2.2,2.7,3.35,2.3,1.46,2.15,1.52,-0.5,IT,2003/2004
I2,2004-10-04,Como,Atalanta,0,3,A,0.0,2.0,A,3.1,2.5,2.5,3.05,2.55,2.45,2.9,2.4,2.4,3.0,2.6,2.4,3.1,2.6,2.4,2.9,2.65,2.5,2.2,1.51,1.39,2.45,0.5,IT,2003/2004
I2,2004-10-04,Genoa,Fiorentina,2,1,H,2.0,0.0,H,2.4,2.375,3.4,2.4,2.45,3.3,2.4,2.4,2.9,2.3,2.4,3.6,2.37,2.5,3.25,2.4,2.6,3.1,2.3,1.46,2.4,1.41,-0.5,IT,2003/2004
I2,2004-10-04,Napoli,Palermo,1,1,D,1.0,1.0,D,3.0,2.2,3.0,,,,,,,3.1,2.0,3.1,2.87,2.25,3.0,3.05,2.1,3.05,,,2.95,1.26,-0.5,IT,2003/2004
I2,2004-10-04,Piacenza,Pescara,2,1,H,0.0,0.0,D,1.533,3.25,6.0,1.45,3.3,7.5,1.45,3.0,6.5,1.5,3.2,6.5,1.5,3.25,6.5,1.5,3.25,6.75,2.2,1.51,1.45,2.25,-0.5,IT,2003/2004
I2,2004-10-04,Treviso,Livorno,1,1,D,1.0,1.0,D,3.0,2.1,3.2,,,,,,,3.2,2.1,3.25,2.87,2.1,3.2,3.05,2.1,3.05,,,3.1,1.25,-0.5,IT,2003/2004
I2,2004-10-04,Venezia,Cagliari,1,2,A,0.0,1.0,A,2.625,2.375,3.1,2.6,2.3,3.2,2.6,2.3,2.8,2.6,2.3,3.2,2.62,2.37,3.1,2.55,2.5,3.0,2.0,1.6,2.6,1.34,-0.5,IT,2003/2004
I2,2004-10-04,Verona,Messina,0,0,D,0.0,0.0,D,3.1,2.5,2.5,2.85,2.5,2.65,2.9,2.4,2.4,2.9,2.5,2.6,2.87,2.5,2.62,2.7,2.6,2.7,2.0,1.61,1.33,2.65,0.5,IT,2003/2004
I2,2004-10-04,Vicenza,Triestina,1,1,D,0.0,0.0,D,2.1,2.5,4.0,2.1,2.5,4.0,2.1,2.4,3.5,2.1,2.5,4.0,2.1,2.6,3.75,2.1,2.6,3.75,2.2,1.51,2.1,1.54,-0.5,IT,2003/2004
I2,2004-04-16,Torino,Vicenza,1,1,D,1.0,1.0,D,,,,2.05,2.55,4.0,2.1,2.4,3.5,2.1,2.5,4.0,,,,2.05,2.6,3.95,2.1,1.56,2.05,1.56,-0.5,IT,2003/2004
I2,2004-04-17,Ascoli,Piacenza,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-04-17,Atalanta,Catania,3,0,H,1.0,0.0,H,1.61,2.9,6.0,1.6,3.0,6.0,1.6,2.8,5.0,1.57,3.0,6.5,,,,1.65,2.75,6.25,1.9,1.7,1.6,2.0,-0.5,IT,2003/2004
I2,2004-04-17,Avellino,Fiorentina,0,1,A,0.0,1.0,A,,,,4.5,4.0,1.53,,,,,,,,,,,,,1.9,1.7,2.12,1.53,0.5,IT,2003/2004
I2,2004-04-17,Livorno,Verona,3,0,H,2.0,0.0,H,1.4,3.5,8.0,1.4,3.55,7.7,1.45,3.0,6.4,1.44,3.4,7.0,,,,1.4,3.45,8.0,1.8,1.8,1.4,2.43,-0.5,IT,2003/2004
I2,2004-04-17,Messina,Venezia,2,1,H,0.0,1.0,A,1.66,2.8,6.0,1.65,2.8,6.0,1.65,2.8,4.7,1.7,2.6,6.0,,,,1.6,2.9,6.25,1.85,1.74,1.65,1.91,-0.5,IT,2003/2004
I2,2004-04-17,Palermo,Treviso,2,3,A,2.0,1.0,H,1.28,4.33,8.5,1.3,4.2,8.5,1.3,3.6,8.0,1.33,3.75,9.0,,,,1.25,4.45,9.5,1.7,1.9,1.3,2.81,-0.5,IT,2003/2004
I2,2004-04-17,Pescara,Bari,2,0,H,0.0,0.0,D,2.25,2.6,3.4,2.25,2.52,3.5,2.3,2.5,2.9,2.2,2.5,3.6,,,,2.15,2.65,3.5,2.0,1.61,2.25,1.47,-0.5,IT,2003/2004
I2,2004-04-17,Salernitana,Como,1,0,H,1.0,0.0,H,1.72,3.0,4.75,1.7,2.93,5.0,1.7,2.7,4.6,1.7,2.88,5.0,,,,1.75,2.8,5.0,2.0,1.61,1.7,1.85,-0.5,IT,2003/2004
I2,2004-04-17,Ternana,Napoli,0,0,D,0.0,0.0,D,,,,1.95,2.4,5.0,2.2,2.1,4.0,1.8,2.38,6.0,,,,2.0,2.2,5.2,2.1,1.56,1.75,1.8,-0.5,IT,2003/2004
I2,2004-04-17,Triestina,Genoa,2,1,H,1.0,0.0,H,,,,2.2,2.2,4.6,2.2,2.2,3.8,2.3,2.2,4.0,,,,2.15,2.0,5.5,2.1,1.56,2.2,1.49,-0.5,IT,2003/2004
I2,2004-04-19,Cagliari,Albinoleffe,1,0,H,1.0,0.0,H,1.36,3.75,8.0,1.35,3.8,8.0,1.4,3.2,6.5,,,,,,,1.35,3.9,7.6,1.74,1.85,1.35,2.58,-0.5,IT,2003/2004
I2,2004-04-23,Verona,Palermo,1,2,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-04-24,Albinoleffe,Torino,2,2,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-04-24,Bari,Avellino,2,1,H,1.0,0.0,H,1.364,4.0,7.0,1.38,3.8,5.65,,,,,,,,,,1.35,4.0,7.2,1.7,1.9,1.38,2.27,-0.5,IT,2003/2004
I2,2004-04-24,Catania,Pescara,2,0,H,0.0,0.0,D,1.8,2.6,5.5,1.8,2.6,5.0,,,,,,,,,,1.75,2.7,5.4,1.9,1.7,1.8,1.71,-0.5,IT,2003/2004
I2,2004-04-24,Como,Triestina,0,0,D,0.0,0.0,D,3.4,2.8,2.1,3.25,2.8,2.1,,,,,,,,,,3.55,2.7,2.1,1.74,1.85,1.5,2.1,0.5,IT,2003/2004
I2,2004-04-24,Genoa,Salernitana,1,2,A,0.0,0.0,D,1.667,2.5,8.0,1.65,2.3,9.0,,,,,,,,,,1.6,2.4,9.5,1.85,1.74,1.65,1.83,-0.5,IT,2003/2004
I2,2004-04-24,Napoli,Atalanta,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-04-24,Piacenza,Cagliari,1,2,A,0.0,1.0,A,2.25,2.2,4.333,2.25,2.2,4.0,,,,,,,,,,2.1,2.35,4.4,2.45,1.41,2.2,1.44,-0.5,IT,2003/2004
I2,2004-04-24,Treviso,Ternana,1,1,D,1.0,1.0,D,2.1,2.375,4.333,2.1,2.4,4.0,,,,,,,,,,2.1,2.3,4.6,2.1,1.56,2.1,1.5,-0.5,IT,2003/2004
I2,2004-04-24,Vicenza,Ascoli,2,3,A,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-04-25,Fiorentina,Messina,2,0,H,1.0,0.0,H,1.8,2.6,5.5,1.8,2.6,5.0,,,,,,,,,,1.75,2.6,5.8,1.7,1.85,1.8,1.71,-0.5,IT,2003/2004
I2,2004-04-25,Venezia,Livorno,3,2,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-04-30,Atalanta,Vicenza,3,2,H,2.0,1.0,H,,,,,,,,,,,,,,,,1.25,4.25,10.0,,,,,,IT,2003/2004
I2,2004-01-05,Ascoli,Catania,3,1,H,1.0,1.0,D,,,,,,,,,,,,,,,,2.05,2.45,4.2,,,,,,IT,2003/2004
I2,2004-01-05,Avellino,Piacenza,1,3,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-01-05,Cagliari,Bari,2,1,H,0.0,0.0,D,,,,1.38,3.55,7.5,,,,,,,,,,1.4,3.75,7.0,,,1.38,2.41,-0.5,IT,2003/2004
I2,2004-01-05,Livorno,Fiorentina,2,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,2.5,2.0,4.2,,,,,,IT,2003/2004
I2,2004-01-05,Messina,Treviso,3,1,H,0.0,0.0,D,,,,1.42,3.55,6.5,,,,,,,,,,1.45,3.1,8.0,,,1.42,2.3,-0.5,IT,2003/2004
I2,2004-01-05,Palermo,Genoa,3,1,H,2.0,0.0,H,,,,1.38,3.55,7.5,,,,,,,,,,1.45,3.15,8.0,,,1.38,2.41,-0.5,IT,2003/2004
I2,2004-01-05,Salernitana,Albinoleffe,0,3,A,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-01-05,Ternana,Triestina,1,0,H,1.0,0.0,H,,,,2.15,2.35,4.0,,,,,,,,,,2.2,2.35,4.0,,,2.15,1.48,-0.5,IT,2003/2004
I2,2004-01-05,Torino,Verona,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-01-05,Venezia,Como,3,1,H,3.0,0.0,H,,,,1.42,3.55,6.5,,,,,,,,,,1.4,3.5,7.5,,,1.42,2.3,,IT,2003/2004
I2,2004-05-29,Vicenza,Ternana,1,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Albinoleffe,Ascoli,3,3,D,2.0,1.0,H,,,,1.85,2.15,7.0,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Avellino,Cagliari,2,3,A,2.0,1.0,H,,,,3.0,2.7,2.3,,,,,,,,,,,,,,,1.42,2.3,0.5,IT,2003/2004
I2,2004-05-06,Bari,Piacenza,2,1,H,0.0,0.0,D,,,,1.7,3.65,3.6,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Fiorentina,Torino,1,0,H,1.0,0.0,H,,,,1.25,4.0,10.0,,,,,,,,,,,,,,,1.25,2.86,-0.5,IT,2003/2004
I2,2004-05-06,Genoa,Napoli,2,2,D,0.0,0.0,D,,,,1.65,2.35,8.0,,,,,,,,,,,,,,,1.65,1.82,-0.5,IT,2003/2004
I2,2004-05-06,Livorno,Palermo,1,1,D,0.0,0.0,D,,,,2.25,2.0,5.0,,,,,,,,,,,,,,,2.25,1.41,-0.5,IT,2003/2004
I2,2004-05-06,Messina,Como,3,0,H,2.0,0.0,H,,,,1.05,7.5,15.0,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Salernitana,Vicenza,0,0,D,0.0,0.0,D,,,,1.75,2.1,10.0,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Ternana,Venezia,5,2,H,4.0,1.0,H,,,,1.95,3.3,3.0,,,,,,,,,,,,,,,1.9,1.63,-0.5,IT,2003/2004
I2,2004-05-06,Treviso,Atalanta,0,3,A,0.0,2.0,A,,,,5.75,3.55,1.4,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Triestina,Catania,0,0,D,0.0,0.0,D,,,,2.05,2.3,4.5,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-05-06,Verona,Pescara,4,3,H,3.0,1.0,H,,,,1.61,3.6,5.0,,,,,,,,,,,,,,,1.6,1.94,-0.5,IT,2003/2004
I2,2004-12-06,Ascoli,Treviso,2,2,D,1.0,0.0,H,,,,1.9,2.2,5.3,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-12-06,Atalanta,Salernitana,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-12-06,Cagliari,Fiorentina,3,1,H,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-12-06,Catania,Avellino,2,0,H,0.0,0.0,D,,,,1.7,2.65,5.0,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-12-06,Como,Verona,0,2,A,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-12-06,Napoli,Albinoleffe,0,0,D,0.0,0.0,D,,,,1.87,2.15,6.0,,,,,,,,,,,,,,,,,,IT,2003/2004
I2,2004-12-06,Palermo,Bari,3,0,H,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,,,IT,2003/2004
